session_id,vehicle_id,station_id,start_time,end_time,energy_consumed_kWh,cost
2435,256,45,2023-05-06 01:26:00,2023-05-06 02:13:00,44.9,336.75
2436,787,9,2023-05-17 02:26:00,2023-05-17 03:39:00,19.89,149.18
2437,638,196,2023-06-03 15:24:00,2023-06-03 16:20:00,28.54,214.05
2438,790,429,2023-08-28 12:09:00,2023-08-28 12:55:00,27.56,206.7
2439,698,68,2023-09-08 05:49:00,2023-09-08 07:12:00,34.54,259.05
2440,992,175,2023-04-29 21:35:00,2023-04-29 22:32:00,24.76,185.7
2441,435,171,2023-04-04 21:08:00,2023-04-04 21:58:00,34.6,259.5
2442,698,481,2023-11-17 07:01:00,2023-11-17 07:54:00,42.95,322.12
2443,804,20,2023-03-27 15:57:00,2023-03-27 16:56:00,29.44,220.8
2444,131,309,2023-06-02 09:51:00,2023-06-02 11:00:00,31.33,234.97
2445,248,229,2023-07-09 13:20:00,2023-07-09 14:34:00,23.94,179.55
2446,388,445,2023-07-02 13:15:00,2023-07-02 14:39:00,47.55,356.62
2447,309,198,2023-02-20 23:48:00,2023-02-21 00:27:00,29.96,224.7
2448,530,75,2023-08-20 20:01:00,2023-08-20 20:38:00,21.3,159.75
2449,489,63,2023-03-14 07:21:00,2023-03-14 08:25:00,48.66,364.95
2450,35,327,2023-10-17 08:26:00,2023-10-17 09:00:00,13.81,103.58
2451,604,416,2023-10-16 15:09:00,2023-10-16 15:41:00,10.29,77.17
2452,271,22,2023-10-06 05:55:00,2023-10-06 07:01:00,30.08,225.6
2453,824,312,2023-02-17 12:37:00,2023-02-17 14:04:00,16.69,125.18
2454,745,44,2023-04-29 16:09:00,2023-04-29 16:44:00,42.35,317.62
2455,71,101,2023-03-05 00:29:00,2023-03-05 01:42:00,22.94,172.05
2456,773,52,2023-05-31 01:16:00,2023-05-31 01:59:00,44.14,331.05
2457,172,40,2023-02-06 00:42:00,2023-02-06 01:43:00,17.68,132.6
2458,435,97,2023-04-30 07:37:00,2023-04-30 08:25:00,46.08,345.6
2459,494,84,2023-10-28 08:18:00,2023-10-28 08:49:00,10.81,81.08
2460,748,293,2023-01-12 22:05:00,2023-01-12 23:28:00,28.64,214.8
2461,62,238,2023-09-13 17:01:00,2023-09-13 18:31:00,40.29,302.18
2462,286,493,2023-03-06 20:59:00,2023-03-06 22:08:00,38.01,285.07
2463,929,195,2023-04-30 21:30:00,2023-04-30 22:18:00,22.1,165.75
2464,463,350,2023-11-05 09:21:00,2023-11-05 10:31:00,49.72,372.9
2465,745,331,2023-06-17 23:06:00,2023-06-18 00:03:00,42.56,319.2
2466,689,344,2023-04-15 00:24:00,2023-04-15 01:31:00,46.65,349.88
2467,940,262,2023-11-09 05:25:00,2023-11-09 06:11:00,49.07,368.02
2468,735,121,2023-12-30 12:14:00,2023-12-30 13:31:00,47.59,356.93
2469,54,164,2023-08-26 09:29:00,2023-08-26 10:45:00,32.12,240.9
2470,16,283,2023-09-11 04:44:00,2023-09-11 05:52:00,34.18,256.35
2471,465,305,2023-07-05 20:32:00,2023-07-05 21:58:00,37.0,277.5
2472,581,141,2023-10-31 13:33:00,2023-10-31 14:17:00,36.42,273.15
2473,859,157,2023-02-15 18:37:00,2023-02-15 19:49:00,17.16,128.7
2474,159,262,2023-08-25 15:13:00,2023-08-25 16:33:00,45.33,339.97
2475,248,408,2023-03-12 17:35:00,2023-03-12 18:06:00,40.8,306.0
2476,696,429,2023-10-13 16:58:00,2023-10-13 18:11:00,35.72,267.9
2477,58,147,2023-12-17 16:27:00,2023-12-17 17:37:00,48.68,365.1
2478,370,246,2023-03-16 12:11:00,2023-03-16 13:27:00,28.07,210.53
2479,194,386,2023-02-24 07:12:00,2023-02-24 08:29:00,39.05,292.88
2480,805,307,2023-09-04 04:03:00,2023-09-04 05:11:00,19.98,149.85
2481,316,348,2023-09-20 12:06:00,2023-09-20 13:35:00,22.36,167.7
2482,671,250,2023-01-06 12:58:00,2023-01-06 14:17:00,25.42,190.65
2483,149,104,2023-01-21 01:31:00,2023-01-21 02:02:00,13.73,102.98
2484,853,475,2023-05-22 13:57:00,2023-05-22 15:15:00,28.79,215.92
2485,352,105,2023-08-05 08:50:00,2023-08-05 09:43:00,16.35,122.63
2486,181,13,2023-11-29 23:33:00,2023-11-30 00:42:00,27.75,208.12
2487,21,168,2023-06-26 17:12:00,2023-06-26 18:30:00,49.94,374.55
2488,548,153,2023-06-06 19:10:00,2023-06-06 20:17:00,10.16,76.2
2489,299,290,2023-02-17 12:46:00,2023-02-17 13:19:00,20.98,157.35
2490,426,149,2023-01-26 19:24:00,2023-01-26 20:19:00,48.16,361.2
2491,822,319,2023-11-07 04:43:00,2023-11-07 05:39:00,11.2,84.0
2492,795,106,2023-10-31 13:47:00,2023-10-31 14:58:00,45.32,339.9
2493,330,22,2023-10-08 21:23:00,2023-10-08 22:37:00,39.88,299.1
2494,591,123,2023-01-19 08:08:00,2023-01-19 08:50:00,27.86,208.95
2495,404,477,2023-09-13 08:11:00,2023-09-13 08:53:00,33.05,247.87
2496,975,103,2023-02-23 18:03:00,2023-02-23 18:50:00,16.81,126.07
2497,985,151,2023-10-27 17:16:00,2023-10-27 18:04:00,40.49,303.68
2498,699,276,2023-09-11 00:51:00,2023-09-11 02:05:00,32.35,242.62
2499,498,348,2023-08-25 00:35:00,2023-08-25 01:56:00,49.26,369.45
2500,251,368,2023-03-11 05:19:00,2023-03-11 06:43:00,19.67,147.53
2501,376,251,2023-12-03 21:02:00,2023-12-03 22:03:00,37.67,282.53
2502,75,371,2023-07-07 16:19:00,2023-07-07 16:52:00,17.96,134.7
2503,704,496,2023-01-19 02:45:00,2023-01-19 03:26:00,35.05,262.88
2504,581,158,2023-10-14 02:06:00,2023-10-14 03:28:00,35.83,268.72
2505,447,264,2023-04-04 23:01:00,2023-04-05 00:02:00,10.81,81.08
2506,581,190,2023-03-15 14:15:00,2023-03-15 15:30:00,11.86,88.95
2507,206,269,2023-02-09 06:45:00,2023-02-09 07:19:00,17.27,129.53
2508,711,452,2023-05-20 10:31:00,2023-05-20 11:55:00,17.93,134.47
2509,483,478,2023-12-04 20:19:00,2023-12-04 21:20:00,47.81,358.58
2510,523,267,2023-11-05 11:50:00,2023-11-05 13:18:00,36.44,273.3
2511,589,431,2023-06-12 14:16:00,2023-06-12 15:11:00,48.07,360.52
2512,408,302,2023-04-30 18:56:00,2023-04-30 19:37:00,21.25,159.38
2513,564,438,2023-12-17 20:39:00,2023-12-17 21:11:00,43.14,323.55
2514,171,32,2023-10-08 12:33:00,2023-10-08 13:53:00,22.13,165.97
2515,74,302,2023-04-05 01:28:00,2023-04-05 02:37:00,47.45,355.88
2516,109,490,2023-04-20 11:31:00,2023-04-20 12:20:00,36.33,272.47
2517,725,206,2023-07-10 13:17:00,2023-07-10 14:40:00,44.06,330.45
2518,662,261,2023-12-17 09:23:00,2023-12-17 10:38:00,14.21,106.58
2519,843,394,2023-08-04 02:20:00,2023-08-04 03:11:00,37.52,281.4
2520,14,63,2023-09-17 22:12:00,2023-09-17 23:24:00,46.04,345.3
2521,80,423,2023-02-09 05:25:00,2023-02-09 06:53:00,37.04,277.8
2522,321,138,2023-12-15 01:51:00,2023-12-15 02:26:00,26.76,200.7
2523,264,51,2023-07-22 08:44:00,2023-07-22 09:58:00,38.79,290.93
2524,380,408,2023-05-21 17:15:00,2023-05-21 18:45:00,29.22,219.15
2525,905,189,2023-05-27 09:39:00,2023-05-27 10:10:00,44.84,336.3
2526,356,31,2023-03-07 00:18:00,2023-03-07 01:41:00,30.28,227.1
2527,18,15,2023-06-19 10:13:00,2023-06-19 10:57:00,11.38,85.35
2528,289,224,2023-07-06 08:16:00,2023-07-06 09:42:00,46.64,349.8
2529,254,485,2023-08-12 16:39:00,2023-08-12 17:11:00,15.42,115.65
2530,652,331,2023-05-06 07:56:00,2023-05-06 09:13:00,25.9,194.25
2531,839,395,2023-07-08 00:25:00,2023-07-08 01:46:00,17.26,129.45
2532,986,366,2023-12-13 16:55:00,2023-12-13 18:05:00,35.82,268.65
2533,450,268,2023-03-02 11:11:00,2023-03-02 12:01:00,17.58,131.85
2534,472,187,2023-03-28 02:09:00,2023-03-28 03:27:00,40.63,304.73
2535,332,260,2023-12-11 05:25:00,2023-12-11 06:44:00,24.38,182.85
2536,260,454,2023-06-07 08:11:00,2023-06-07 09:13:00,31.93,239.47
2537,634,330,2023-11-03 17:30:00,2023-11-03 18:34:00,20.02,150.15
2538,385,162,2023-04-24 10:00:00,2023-04-24 11:05:00,43.66,327.45
2539,116,140,2023-06-19 13:47:00,2023-06-19 15:14:00,45.04,337.8
2540,785,439,2023-02-28 22:44:00,2023-02-28 23:41:00,10.81,81.08
2541,826,64,2023-01-12 11:23:00,2023-01-12 11:55:00,36.54,274.05
2542,367,494,2023-11-07 09:57:00,2023-11-07 10:46:00,48.3,362.25
2543,547,91,2023-10-26 05:36:00,2023-10-26 06:06:00,34.11,255.82
2544,99,489,2023-04-14 03:36:00,2023-04-14 04:06:00,47.03,352.73
2545,958,348,2023-11-18 08:29:00,2023-11-18 09:19:00,19.55,146.62
2546,979,489,2023-08-15 07:07:00,2023-08-15 08:15:00,29.82,223.65
2547,949,53,2023-01-09 08:50:00,2023-01-09 10:13:00,16.17,121.28
2548,977,207,2023-11-05 05:29:00,2023-11-05 06:50:00,19.7,147.75
2549,88,312,2023-01-22 14:03:00,2023-01-22 15:09:00,10.58,79.35
2550,368,90,2023-04-12 03:00:00,2023-04-12 04:17:00,42.3,317.25
2551,53,458,2023-01-15 15:34:00,2023-01-15 16:25:00,24.73,185.47
2552,788,281,2023-07-01 20:37:00,2023-07-01 21:39:00,22.36,167.7
2553,628,284,2023-06-06 17:06:00,2023-06-06 18:18:00,15.57,116.78
2554,945,91,2023-05-05 03:28:00,2023-05-05 04:11:00,15.66,117.45
2555,304,20,2023-12-18 09:24:00,2023-12-18 10:21:00,17.07,128.03
2556,234,352,2023-10-04 14:35:00,2023-10-04 15:10:00,17.62,132.15
2557,461,178,2023-01-28 04:56:00,2023-01-28 05:55:00,21.32,159.9
2558,331,399,2023-10-26 20:46:00,2023-10-26 21:43:00,19.07,143.03
2559,748,128,2024-01-01 00:21:00,2024-01-01 01:23:00,46.91,351.82
2560,11,370,2023-05-10 07:51:00,2023-05-10 08:40:00,42.87,321.52
2561,729,363,2023-07-28 20:21:00,2023-07-28 21:14:00,25.57,191.78
2562,80,211,2023-11-20 20:13:00,2023-11-20 21:31:00,36.6,274.5
2563,579,132,2023-04-20 23:02:00,2023-04-21 00:20:00,44.74,335.55
2564,429,303,2023-12-25 15:47:00,2023-12-25 17:14:00,33.34,250.05
2565,754,235,2023-09-28 07:57:00,2023-09-28 09:11:00,27.16,203.7
2566,754,372,2023-05-04 04:41:00,2023-05-04 05:38:00,30.9,231.75
2567,129,372,2023-03-18 16:32:00,2023-03-18 17:15:00,16.02,120.15
2568,64,184,2023-11-10 18:46:00,2023-11-10 19:17:00,27.21,204.08
2569,760,415,2023-07-24 04:18:00,2023-07-24 05:30:00,22.32,167.4
2570,507,359,2023-07-12 22:24:00,2023-07-12 23:17:00,33.28,249.6
2571,677,65,2023-12-05 09:26:00,2023-12-05 10:55:00,25.56,191.7
2572,849,72,2023-06-06 12:37:00,2023-06-06 13:57:00,33.56,251.7
2573,291,377,2023-11-16 00:53:00,2023-11-16 01:27:00,41.89,314.18
2574,253,136,2023-03-08 14:30:00,2023-03-08 15:21:00,23.82,178.65
2575,42,279,2023-11-29 15:54:00,2023-11-29 16:29:00,21.46,160.95
2576,419,127,2023-07-29 05:23:00,2023-07-29 06:16:00,35.7,267.75
2577,391,435,2023-12-18 07:14:00,2023-12-18 07:47:00,18.71,140.33
2578,928,60,2023-01-18 11:45:00,2023-01-18 12:50:00,30.09,225.68
2579,87,393,2023-10-30 07:12:00,2023-10-30 08:36:00,45.35,340.12
2580,257,144,2023-10-15 22:10:00,2023-10-15 23:18:00,41.48,311.1
2581,931,25,2023-08-16 07:05:00,2023-08-16 08:27:00,28.26,211.95
2582,820,233,2023-02-26 08:20:00,2023-02-26 09:04:00,13.83,103.72
2583,831,16,2023-03-01 12:32:00,2023-03-01 13:07:00,16.4,123.0
2584,541,493,2023-12-19 04:17:00,2023-12-19 05:18:00,40.9,306.75
2585,988,221,2023-11-03 19:44:00,2023-11-03 20:24:00,36.39,272.93
2586,665,248,2023-11-19 20:53:00,2023-11-19 22:21:00,24.81,186.07
2587,262,348,2023-01-31 09:40:00,2023-01-31 10:13:00,45.07,338.02
2588,40,122,2023-06-30 04:04:00,2023-06-30 04:56:00,24.91,186.82
2589,200,142,2023-05-11 10:08:00,2023-05-11 11:22:00,10.49,78.67
2590,168,335,2023-02-16 09:03:00,2023-02-16 10:12:00,40.32,302.4
2591,441,206,2023-12-31 10:42:00,2023-12-31 12:01:00,47.57,356.77
2592,885,211,2023-02-22 23:55:00,2023-02-23 00:53:00,25.8,193.5
2593,231,399,2023-09-24 10:40:00,2023-09-24 11:57:00,14.82,111.15
2594,672,328,2023-08-18 16:48:00,2023-08-18 17:52:00,11.9,89.25
2595,140,38,2023-09-30 07:47:00,2023-09-30 08:44:00,47.22,354.15
2596,639,44,2023-05-29 03:12:00,2023-05-29 03:50:00,39.17,293.78
2597,953,96,2023-05-30 07:03:00,2023-05-30 08:23:00,49.91,374.32
2598,802,459,2023-10-03 01:37:00,2023-10-03 03:07:00,22.72,170.4
2599,41,196,2023-02-19 04:14:00,2023-02-19 05:32:00,45.42,340.65
2600,725,274,2023-12-04 02:51:00,2023-12-04 03:34:00,18.13,135.97
2601,897,460,2023-07-12 21:39:00,2023-07-12 22:33:00,45.71,342.82
2602,995,486,2023-02-20 04:37:00,2023-02-20 06:04:00,11.44,85.8
2603,338,260,2023-04-05 07:43:00,2023-04-05 09:13:00,42.97,322.27
2604,442,260,2023-01-20 08:21:00,2023-01-20 09:03:00,44.15,331.12
2605,754,247,2023-12-12 11:25:00,2023-12-12 12:26:00,19.01,142.58
2606,29,254,2023-10-13 15:53:00,2023-10-13 16:33:00,45.37,340.27
2607,262,165,2023-03-21 21:37:00,2023-03-21 22:23:00,15.38,115.35
2608,750,118,2023-08-25 07:39:00,2023-08-25 08:19:00,43.94,329.55
2609,701,53,2023-08-07 00:44:00,2023-08-07 02:01:00,43.5,326.25
2610,124,331,2023-10-12 20:32:00,2023-10-12 21:44:00,12.96,97.2
2611,585,465,2023-11-22 03:47:00,2023-11-22 04:51:00,38.07,285.52
2612,401,30,2023-04-28 23:43:00,2023-04-29 01:10:00,20.29,152.17
2613,915,264,2023-05-29 15:34:00,2023-05-29 16:53:00,15.23,114.23
2614,496,476,2023-08-29 04:16:00,2023-08-29 05:29:00,13.89,104.18
2615,39,260,2023-09-03 12:44:00,2023-09-03 14:01:00,18.08,135.6
2616,302,126,2023-06-30 11:37:00,2023-06-30 12:41:00,18.43,138.22
2617,233,420,2023-01-10 09:34:00,2023-01-10 10:17:00,41.19,308.92
2618,486,265,2023-06-15 02:23:00,2023-06-15 03:31:00,13.19,98.92
2619,509,153,2023-05-26 09:00:00,2023-05-26 09:37:00,28.04,210.3
2620,486,362,2023-02-28 17:14:00,2023-02-28 18:31:00,46.57,349.27
2621,183,343,2023-08-22 17:53:00,2023-08-22 19:11:00,31.37,235.28
2622,608,319,2023-10-31 19:20:00,2023-10-31 20:29:00,45.64,342.3
2623,624,286,2023-07-17 12:17:00,2023-07-17 13:01:00,13.62,102.15
2624,522,74,2023-09-27 00:50:00,2023-09-27 02:11:00,28.0,210.0
2625,212,163,2023-09-19 00:26:00,2023-09-19 01:03:00,33.76,253.2
2626,194,210,2023-05-02 06:14:00,2023-05-02 07:22:00,25.55,191.62
2627,551,236,2023-02-26 03:07:00,2023-02-26 03:47:00,48.84,366.3
2628,981,56,2023-04-18 10:10:00,2023-04-18 10:41:00,20.95,157.12
2629,70,151,2023-11-26 04:38:00,2023-11-26 05:36:00,31.31,234.82
2630,82,389,2023-03-14 13:22:00,2023-03-14 14:10:00,40.33,302.47
2631,995,426,2023-09-20 07:48:00,2023-09-20 08:52:00,26.87,201.53
2632,293,243,2023-06-04 13:25:00,2023-06-04 14:55:00,25.97,194.77
2633,52,486,2023-11-03 23:04:00,2023-11-03 23:37:00,30.04,225.3
2634,495,28,2023-03-13 05:27:00,2023-03-13 06:31:00,16.38,122.85
2635,987,414,2023-06-02 03:02:00,2023-06-02 04:09:00,12.46,93.45
2636,550,190,2023-12-16 00:38:00,2023-12-16 01:09:00,25.77,193.28
2637,452,483,2023-03-05 10:10:00,2023-03-05 10:50:00,21.48,161.1
2638,304,265,2023-09-14 06:24:00,2023-09-14 07:52:00,39.87,299.02
2639,451,330,2023-04-03 19:11:00,2023-04-03 19:46:00,34.4,258.0
2640,233,70,2023-01-06 00:24:00,2023-01-06 01:25:00,47.77,358.28
2641,52,429,2023-06-10 07:13:00,2023-06-10 07:47:00,22.56,169.2
2642,635,374,2023-06-30 02:08:00,2023-06-30 03:07:00,11.37,85.27
2643,999,487,2023-08-28 16:25:00,2023-08-28 17:20:00,15.34,115.05
2644,263,489,2023-05-17 05:36:00,2023-05-17 06:27:00,21.51,161.33
2645,888,406,2023-04-17 21:52:00,2023-04-17 23:11:00,23.52,176.4
2646,8,325,2023-12-19 18:24:00,2023-12-19 19:46:00,24.17,181.28
2647,409,56,2023-03-23 20:14:00,2023-03-23 21:02:00,21.39,160.43
2648,518,258,2023-09-08 12:16:00,2023-09-08 13:20:00,25.23,189.22
2649,5,412,2023-07-27 20:46:00,2023-07-27 21:26:00,10.48,78.6
2650,83,435,2023-01-30 00:42:00,2023-01-30 01:45:00,26.95,202.12
2651,755,253,2023-09-20 04:51:00,2023-09-20 05:53:00,28.15,211.12
2652,44,371,2023-12-02 15:28:00,2023-12-02 16:12:00,34.33,257.47
2653,587,199,2023-06-23 03:25:00,2023-06-23 04:26:00,13.46,100.95
2654,107,39,2023-03-21 04:54:00,2023-03-21 06:24:00,33.56,251.7
2655,206,500,2023-03-17 14:35:00,2023-03-17 15:31:00,27.65,207.38
2656,218,417,2023-12-20 15:26:00,2023-12-20 16:44:00,16.18,121.35
2657,699,145,2023-10-15 17:28:00,2023-10-15 18:38:00,14.02,105.15
2658,230,25,2023-01-04 01:37:00,2023-01-04 02:15:00,47.28,354.6
2659,564,96,2023-08-30 08:04:00,2023-08-30 08:35:00,30.41,228.07
2660,356,123,2023-12-21 14:15:00,2023-12-21 15:26:00,37.19,278.92
2661,945,231,2023-02-13 09:18:00,2023-02-13 09:50:00,37.2,279.0
2662,624,219,2023-09-14 13:31:00,2023-09-14 14:19:00,32.11,240.82
2663,850,160,2023-01-28 12:03:00,2023-01-28 13:16:00,46.67,350.03
2664,639,100,2023-05-02 14:59:00,2023-05-02 16:29:00,18.74,140.55
2665,792,395,2023-03-15 20:48:00,2023-03-15 21:43:00,35.05,262.88
2666,707,470,2023-02-15 19:30:00,2023-02-15 20:24:00,41.57,311.77
2667,134,476,2023-11-15 06:47:00,2023-11-15 07:28:00,21.03,157.73
2668,275,414,2023-03-06 14:28:00,2023-03-06 15:45:00,48.02,360.15
2669,196,282,2023-03-25 20:53:00,2023-03-25 22:16:00,45.15,338.62
2670,220,434,2023-03-28 23:02:00,2023-03-28 23:37:00,46.1,345.75
2671,503,472,2023-10-26 21:24:00,2023-10-26 22:42:00,15.64,117.3
2672,665,95,2023-07-19 23:37:00,2023-07-20 01:07:00,44.84,336.3
2673,612,29,2023-11-02 21:59:00,2023-11-02 22:37:00,18.69,140.18
2674,901,40,2023-06-28 06:05:00,2023-06-28 06:35:00,29.05,217.88
2675,944,90,2023-04-10 18:30:00,2023-04-10 19:17:00,38.21,286.57
2676,926,434,2023-06-15 06:20:00,2023-06-15 06:55:00,18.71,140.33
2677,68,192,2023-01-20 21:00:00,2023-01-20 22:14:00,31.87,239.03
2678,362,25,2023-08-13 05:12:00,2023-08-13 06:33:00,28.82,216.15
2679,295,50,2023-08-23 06:53:00,2023-08-23 07:24:00,21.29,159.67
2680,982,371,2023-06-04 12:30:00,2023-06-04 13:22:00,32.35,242.62
2681,928,140,2023-12-27 17:47:00,2023-12-27 19:11:00,38.49,288.68
2682,646,104,2023-07-16 21:58:00,2023-07-16 22:54:00,42.86,321.45
2683,732,431,2023-01-04 11:49:00,2023-01-04 12:49:00,42.87,321.52
2684,23,454,2023-10-13 08:47:00,2023-10-13 09:55:00,38.76,290.7
2685,134,450,2023-12-29 16:47:00,2023-12-29 17:22:00,32.67,245.03
2686,445,152,2023-12-31 12:10:00,2023-12-31 12:47:00,11.97,89.78
2687,760,268,2023-05-21 18:38:00,2023-05-21 19:30:00,41.74,313.05
2688,917,174,2023-04-30 10:55:00,2023-04-30 12:07:00,13.53,101.47
2689,143,313,2023-08-25 16:02:00,2023-08-25 16:52:00,17.06,127.95
2690,146,27,2023-01-08 20:09:00,2023-01-08 20:52:00,24.85,186.38
2691,525,458,2023-05-24 14:58:00,2023-05-24 15:31:00,40.11,300.82
2692,597,177,2023-04-29 01:32:00,2023-04-29 02:38:00,49.11,368.32
2693,860,411,2023-11-20 05:16:00,2023-11-20 06:34:00,14.04,105.3
2694,137,99,2023-11-14 05:43:00,2023-11-14 07:10:00,35.58,266.85
2695,616,106,2023-11-24 04:39:00,2023-11-24 05:17:00,25.67,192.53
2696,747,134,2023-06-29 15:24:00,2023-06-29 15:59:00,22.98,172.35
2697,262,1,2023-10-08 07:37:00,2023-10-08 09:07:00,46.91,351.82
2698,437,496,2023-02-02 18:18:00,2023-02-02 19:09:00,17.62,132.15
2699,670,316,2023-08-30 12:51:00,2023-08-30 13:22:00,24.06,180.45
2700,164,391,2023-03-25 22:33:00,2023-03-25 23:36:00,34.08,255.6
2701,387,426,2023-06-09 22:12:00,2023-06-09 22:42:00,41.04,307.8
2702,547,227,2023-09-03 07:33:00,2023-09-03 08:13:00,14.52,108.9
2703,253,102,2023-12-06 15:39:00,2023-12-06 16:38:00,20.3,152.25
2704,135,279,2023-03-02 18:01:00,2023-03-02 18:39:00,38.15,286.12
2705,27,320,2023-03-01 10:01:00,2023-03-01 11:11:00,39.54,296.55
2706,220,331,2023-03-01 03:26:00,2023-03-01 04:51:00,22.18,166.35
2707,546,135,2023-06-09 08:56:00,2023-06-09 09:49:00,26.36,197.7
2708,875,61,2023-12-15 22:39:00,2023-12-15 23:40:00,49.15,368.62
2709,472,222,2023-03-27 16:17:00,2023-03-27 17:26:00,16.35,122.63
2710,21,102,2023-09-16 19:33:00,2023-09-16 20:41:00,29.74,223.05
2711,597,404,2023-08-21 03:21:00,2023-08-21 04:34:00,41.05,307.88
2712,657,221,2023-09-30 03:37:00,2023-09-30 04:12:00,39.96,299.7
2713,765,154,2023-07-24 15:27:00,2023-07-24 16:53:00,11.34,85.05
2714,779,80,2023-04-26 16:08:00,2023-04-26 17:27:00,29.17,218.78
2715,120,166,2023-10-22 15:33:00,2023-10-22 16:26:00,23.32,174.9
2716,905,73,2023-06-20 12:21:00,2023-06-20 13:06:00,19.32,144.9
2717,387,459,2023-10-09 10:49:00,2023-10-09 11:28:00,42.63,319.73
2718,928,45,2023-06-20 08:28:00,2023-06-20 09:38:00,42.88,321.6
2719,6,400,2023-11-28 12:48:00,2023-11-28 14:13:00,25.23,189.22
2720,15,426,2023-01-25 15:41:00,2023-01-25 16:24:00,28.18,211.35
2721,981,180,2023-07-01 11:15:00,2023-07-01 12:25:00,43.88,329.1
2722,577,253,2023-05-22 00:21:00,2023-05-22 01:13:00,12.99,97.42
2723,520,424,2023-03-01 18:15:00,2023-03-01 19:12:00,43.25,324.38
2724,445,136,2023-03-20 19:54:00,2023-03-20 20:35:00,44.58,334.35
2725,587,96,2023-02-23 14:17:00,2023-02-23 15:15:00,41.37,310.27
2726,491,458,2023-02-02 08:56:00,2023-02-02 09:37:00,20.87,156.53
2727,949,415,2023-10-06 01:25:00,2023-10-06 02:25:00,27.02,202.65
2728,985,457,2023-07-13 18:43:00,2023-07-13 20:04:00,36.46,273.45
2729,853,313,2023-12-22 14:19:00,2023-12-22 15:35:00,22.72,170.4
2730,766,438,2023-06-01 03:42:00,2023-06-01 05:04:00,49.1,368.25
2731,179,117,2023-04-26 22:49:00,2023-04-26 23:33:00,47.41,355.57
2732,531,44,2023-05-08 12:20:00,2023-05-08 13:32:00,26.91,201.82
2733,272,306,2023-03-24 09:39:00,2023-03-24 10:27:00,24.54,184.05
2734,847,10,2023-02-20 05:40:00,2023-02-20 06:47:00,24.0,180.0
2735,98,219,2023-08-26 13:49:00,2023-08-26 15:09:00,25.82,193.65
2736,666,383,2023-10-20 20:08:00,2023-10-20 21:19:00,38.07,285.52
2737,119,245,2023-01-18 13:45:00,2023-01-18 15:13:00,30.41,228.07
2738,659,264,2023-01-01 21:12:00,2023-01-01 22:35:00,10.34,77.55
2739,671,466,2023-10-20 14:34:00,2023-10-20 16:03:00,23.01,172.58
2740,295,284,2023-09-16 21:01:00,2023-09-16 22:02:00,43.13,323.48
2741,308,243,2023-03-07 19:43:00,2023-03-07 21:11:00,44.77,335.78
2742,441,96,2023-06-20 18:16:00,2023-06-20 19:40:00,31.95,239.62
2743,8,5,2023-12-04 23:50:00,2023-12-05 00:27:00,29.9,224.25
2744,58,141,2023-09-13 00:20:00,2023-09-13 01:34:00,48.59,364.43
2745,526,283,2023-12-09 10:34:00,2023-12-09 11:07:00,48.6,364.5
2746,826,77,2023-10-28 04:15:00,2023-10-28 05:33:00,10.23,76.73
2747,709,295,2023-03-31 00:33:00,2023-03-31 01:22:00,19.12,143.4
2748,137,7,2023-11-12 04:29:00,2023-11-12 05:20:00,39.41,295.57
2749,113,241,2023-12-26 19:13:00,2023-12-26 20:04:00,15.56,116.7
2750,516,498,2023-05-02 14:30:00,2023-05-02 15:54:00,33.71,252.83
2751,794,336,2023-05-26 00:51:00,2023-05-26 01:47:00,27.26,204.45
2752,178,460,2023-05-25 11:13:00,2023-05-25 11:50:00,14.62,109.65
2753,677,137,2023-09-06 17:16:00,2023-09-06 18:09:00,11.53,86.47
2754,225,333,2023-06-09 16:58:00,2023-06-09 18:00:00,36.22,271.65
2755,878,400,2023-08-29 03:22:00,2023-08-29 04:21:00,20.36,152.7
2756,306,139,2023-04-04 18:17:00,2023-04-04 19:09:00,31.44,235.8
2757,29,51,2023-10-11 00:31:00,2023-10-11 01:31:00,41.18,308.85
2758,652,224,2023-12-06 12:04:00,2023-12-06 13:00:00,22.94,172.05
2759,237,235,2023-03-15 08:10:00,2023-03-15 09:34:00,37.63,282.23
2760,631,14,2023-04-23 14:03:00,2023-04-23 14:46:00,11.43,85.72
2761,552,23,2023-09-19 08:33:00,2023-09-19 10:02:00,24.07,180.53
2762,472,48,2023-03-16 11:36:00,2023-03-16 12:27:00,25.56,191.7
2763,463,127,2023-07-08 08:31:00,2023-07-08 09:53:00,18.39,137.93
2764,519,231,2023-11-03 04:05:00,2023-11-03 04:50:00,37.24,279.3
2765,753,157,2023-12-06 17:24:00,2023-12-06 18:10:00,12.87,96.52
2766,822,466,2023-12-13 13:17:00,2023-12-13 13:51:00,48.75,365.62
2767,552,21,2023-03-21 12:03:00,2023-03-21 12:47:00,31.12,233.4
2768,313,424,2023-01-12 19:05:00,2023-01-12 20:34:00,21.51,161.33
2769,729,305,2023-09-27 16:24:00,2023-09-27 17:03:00,40.18,301.35
2770,176,65,2023-04-19 12:31:00,2023-04-19 13:50:00,29.78,223.35
2771,728,16,2023-10-31 22:43:00,2023-10-31 23:36:00,48.73,365.47
2772,452,318,2023-01-27 21:43:00,2023-01-27 23:08:00,21.41,160.57
2773,964,131,2023-04-26 23:38:00,2023-04-27 00:30:00,31.91,239.32
2774,893,326,2023-11-02 05:06:00,2023-11-02 06:36:00,46.07,345.52
